month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-01-01,1,Portable Computers,14764076032.0,3455832064.0
2024-02-01,1,Portable Computers,13523125248.0,3041737728.0
2024-03-01,1,Portable Computers,13915528192.0,3573157376.0
2024-04-01,1,Portable Computers,12338416640.0,3115081472.0
2024-05-01,1,Portable Computers,13275462656.0,3598527488.0
2024-06-01,1,Portable Computers,10849042432.0,2679809536.0
2024-07-01,1,Portable Computers,12424265728.0,3560953344.0
2024-08-01,1,Portable Computers,11864602624.0,3029732864.0
2024-09-01,1,Portable Computers,11280835584.0,3135109376.0
2024-10-01,1,Portable Computers,11690335232.0,3129882624.0
2024-11-01,1,Portable Computers,12096874496.0,3099729920.0
2024-12-01,1,Portable Computers,10463784960.0,2987717376.0
2024-01-01,2,Cooling Systems,5843119616.0,533700192.0
2024-02-01,2,Cooling Systems,6312667648.0,501733024.0
2024-03-01,2,Cooling Systems,6388984320.0,533763008.0
2024-04-01,2,Cooling Systems,6518290432.0,533469376.0
2024-05-01,2,Cooling Systems,6467679232.0,469618528.0
2024-06-01,2,Cooling Systems,6745925632.0,456793568.0
2024-07-01,2,Cooling Systems,6117083136.0,471968864.0
2024-08-01,2,Cooling Systems,6448688640.0,510354592.0
2024-09-01,2,Cooling Systems,6260381696.0,497214176.0
2024-10-01,2,Cooling Systems,6409879040.0,479434496.0
2024-11-01,2,Cooling Systems,6395537408.0,495270112.0
2024-12-01,2,Cooling Systems,6365182464.0,478109984.0
2024-01-01,3,Frozen Storage Units,1301827328.0,149705840.0
2024-02-01,3,Frozen Storage Units,1336573440.0,140402720.0
2024-03-01,3,Frozen Storage Units,1250835968.0,156249984.0
2024-04-01,3,Frozen Storage Units,1351949440.0,173184096.0
2024-05-01,3,Frozen Storage Units,1612347776.0,197597520.0
2024-06-01,3,Frozen Storage Units,1663742080.0,163360592.0
2024-07-01,3,Frozen Storage Units,1794316800.0,176045568.0
2024-08-01,3,Frozen Storage Units,1578834048.0,176608624.0
2024-09-01,3,Frozen Storage Units,1480591488.0,188993072.0
2024-10-01,3,Frozen Storage Units,1513677312.0,148155168.0
2024-11-01,3,Frozen Storage Units,1297616384.0,148848304.0
2024-12-01,3,Frozen Storage Units,1221598592.0,148348544.0
2024-01-01,4,Laundry Machines,6943915520.0,530971232.0
2024-02-01,4,Laundry Machines,5847958528.0,558482496.0
2024-03-01,4,Laundry Machines,7441788928.0,618365568.0
2024-04-01,4,Laundry Machines,7724180480.0,572680000.0
2024-05-01,4,Laundry Machines,8637212672.0,645038720.0
2024-06-01,4,Laundry Machines,8574722048.0,662486336.0
2024-07-01,4,Laundry Machines,6914230784.0,610982976.0
2024-08-01,4,Laundry Machines,8282396672.0,746001984.0
2024-09-01,4,Laundry Machines,8707023872.0,719030016.0
2024-10-01,4,Laundry Machines,7412177920.0,613263232.0
2024-11-01,4,Laundry Machines,6117212672.0,574579200.0
2024-12-01,4,Laundry Machines,6713625600.0,532083584.0
2024-01-01,5,Dish Cleaning Machines,1755442304.0,214443088.0
2024-02-01,5,Dish Cleaning Machines,1713370240.0,244200784.0
2024-03-01,5,Dish Cleaning Machines,1480396160.0,229286304.0
2024-04-01,5,Dish Cleaning Machines,1556692096.0,211736480.0
2024-05-01,5,Dish Cleaning Machines,1612483968.0,239246640.0
2024-06-01,5,Dish Cleaning Machines,1534907776.0,264430336.0
2024-07-01,5,Dish Cleaning Machines,1547268992.0,248965456.0
2024-08-01,5,Dish Cleaning Machines,1734025088.0,254972448.0
2024-09-01,5,Dish Cleaning Machines,1541842048.0,226140864.0
2024-10-01,5,Dish Cleaning Machines,1443470848.0,220423328.0
2024-11-01,5,Dish Cleaning Machines,1446238976.0,210668640.0
2024-12-01,5,Dish Cleaning Machines,1326075264.0,206135984.0
2024-01-01,6,Microwave Cookers,1434668928.0,188663440.0
2024-02-01,6,Microwave Cookers,1646464640.0,192112272.0
2024-03-01,6,Microwave Cookers,1627476736.0,207638336.0
2024-04-01,6,Microwave Cookers,1464560512.0,191544768.0
2024-05-01,6,Microwave Cookers,1662082560.0,216189824.0
2024-06-01,6,Microwave Cookers,1586806784.0,208029904.0
2024-07-01,6,Microwave Cookers,1631556096.0,206423792.0
2024-08-01,6,Microwave Cookers,1695936000.0,227241312.0
2024-09-01,6,Microwave Cookers,1439472640.0,195347168.0
2024-10-01,6,Microwave Cookers,1524937216.0,198375072.0
2024-11-01,6,Microwave Cookers,1573780992.0,201415792.0
2024-12-01,6,Microwave Cookers,1585461248.0,206089840.0
2024-01-01,7,Kitchen Ventilation Systems,1000000000.0,109901296.0
2024-02-01,7,Kitchen Ventilation Systems,1000000000.0,112815704.0
2024-03-01,7,Kitchen Ventilation Systems,1000000000.0,114081176.0
2024-04-01,7,Kitchen Ventilation Systems,1000000000.0,112746464.0
2024-05-01,7,Kitchen Ventilation Systems,1000000000.0,120987480.0
2024-06-01,7,Kitchen Ventilation Systems,1000000000.0,112046424.0
2024-07-01,7,Kitchen Ventilation Systems,1000000000.0,101118832.0
2024-08-01,7,Kitchen Ventilation Systems,1000000000.0,107085136.0
2024-09-01,7,Kitchen Ventilation Systems,1000000000.0,109518848.0
2024-10-01,7,Kitchen Ventilation Systems,1000000000.0,107448120.0
2024-11-01,7,Kitchen Ventilation Systems,1000000000.0,105543528.0
2024-12-01,7,Kitchen Ventilation Systems,1000000000.0,104459928.0
2024-01-01,8,Integrated Stovetops,1428765696.0,157509584.0
2024-02-01,8,Integrated Stovetops,1839617536.0,216230224.0
2024-03-01,8,Integrated Stovetops,1751974656.0,156649936.0
2024-04-01,8,Integrated Stovetops,1488301184.0,135246960.0
2024-05-01,8,Integrated Stovetops,1647942912.0,142308352.0
2024-06-01,8,Integrated Stovetops,1167483008.0,135343136.0
2024-07-01,8,Integrated Stovetops,1413900928.0,143349248.0
2024-08-01,8,Integrated Stovetops,1384649728.0,145484864.0
2024-09-01,8,Integrated Stovetops,1368043520.0,144066880.0
2024-10-01,8,Integrated Stovetops,1389253760.0,138064880.0
2024-11-01,8,Integrated Stovetops,1232980992.0,138391168.0
2024-12-01,8,Integrated Stovetops,1259615104.0,136498592.0
2024-01-01,9,Cooking Appliances,1602148224.0,141604864.0
2024-02-01,9,Cooking Appliances,1695252864.0,161485136.0
2024-03-01,9,Cooking Appliances,1464599808.0,187275680.0
2024-04-01,9,Cooking Appliances,1633981824.0,142003936.0
2024-05-01,9,Cooking Appliances,1706453120.0,157887456.0
2024-06-01,9,Cooking Appliances,1666900224.0,146458560.0
2024-07-01,9,Cooking Appliances,1799028224.0,157049712.0
2024-08-01,9,Cooking Appliances,1569865344.0,162426752.0
2024-09-01,9,Cooking Appliances,1453587968.0,173021584.0
2024-10-01,9,Cooking Appliances,1596965376.0,172139888.0
2024-11-01,9,Cooking Appliances,1590936832.0,164122512.0
2024-12-01,9,Cooking Appliances,1606915712.0,161948512.0
2024-01-01,10,Baking Ovens,1516510464.0,116060712.0
2024-02-01,10,Baking Ovens,1528895744.0,122102344.0
2024-03-01,10,Baking Ovens,1403127168.0,121414536.0
2024-04-01,10,Baking Ovens,1569422976.0,106412152.0
2024-05-01,10,Baking Ovens,1335370112.0,112284320.0
2024-06-01,10,Baking Ovens,1188779392.0,105710752.0
2024-07-01,10,Baking Ovens,1317374464.0,127277992.0
2024-08-01,10,Baking Ovens,1574075904.0,120273904.0
2024-09-01,10,Baking Ovens,1518159616.0,142324816.0
2024-10-01,10,Baking Ovens,1304148992.0,139327600.0
2024-11-01,10,Baking Ovens,1602352896.0,132499248.0
2024-12-01,10,Baking Ovens,1285441280.0,146690656.0
2024-01-01,11,Climate Control Units,1000000000.0,147004416.0
2024-02-01,11,Climate Control Units,1000000000.0,149137232.0
2024-03-01,11,Climate Control Units,1000000000.0,138675584.0
2024-04-01,11,Climate Control Units,1000000000.0,146464752.0
2024-05-01,11,Climate Control Units,1000000000.0,136539600.0
2024-06-01,11,Climate Control Units,1000000000.0,151224176.0
2024-07-01,11,Climate Control Units,1000000000.0,137918944.0
2024-08-01,11,Climate Control Units,1000000000.0,147795664.0
2024-09-01,11,Climate Control Units,1000000000.0,140063936.0
2024-10-01,11,Climate Control Units,1000000000.0,144975712.0
2024-11-01,11,Climate Control Units,1000000000.0,130021264.0
2024-12-01,11,Climate Control Units,1000000000.0,147826688.0
2024-01-01,13,Digital Tablets,3173730048.0,453515392.0
2024-02-01,13,Digital Tablets,3505435136.0,451348320.0
2024-03-01,13,Digital Tablets,3530416640.0,441172960.0
2024-04-01,13,Digital Tablets,3167194112.0,389627680.0
2024-05-01,13,Digital Tablets,3424637440.0,432006624.0
2024-06-01,13,Digital Tablets,2678100736.0,377745536.0
2024-07-01,13,Digital Tablets,2500045056.0,359929312.0
2024-08-01,13,Digital Tablets,2585192960.0,346304768.0
2024-09-01,13,Digital Tablets,3059653888.0,427575648.0
2024-10-01,13,Digital Tablets,3058243328.0,450351872.0
2024-11-01,13,Digital Tablets,3315764480.0,454362368.0
2024-12-01,13,Digital Tablets,2911839488.0,391858688.0
2024-01-01,14,Display Screens,1555457792.0,616609536.0
2024-02-01,14,Display Screens,1363264768.0,625442624.0
2024-03-01,14,Display Screens,1424831616.0,573163392.0
2024-04-01,14,Display Screens,1439814912.0,517191168.0
2024-05-01,14,Display Screens,1627916416.0,516653344.0
2024-06-01,14,Display Screens,1507288832.0,584087360.0
2024-07-01,14,Display Screens,1686225152.0,628702272.0
2024-08-01,14,Display Screens,1642780160.0,497200256.0
2024-09-01,14,Display Screens,1526697600.0,481298144.0
2024-10-01,14,Display Screens,1438352000.0,542454976.0
2024-11-01,14,Display Screens,1395003136.0,502449376.0
2024-12-01,14,Display Screens,1463909760.0,546425280.0
2024-01-01,15,Mobile Phones & Refurbished Devices,37637648384.0,2256734464.0
2024-02-01,15,Mobile Phones & Refurbished Devices,41331843072.0,2298971648.0
2024-03-01,15,Mobile Phones & Refurbished Devices,35013849088.0,2023138688.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44614627328.0,2094329088.0
2024-05-01,15,Mobile Phones & Refurbished Devices,35808845824.0,1805741312.0
2024-06-01,15,Mobile Phones & Refurbished Devices,35596070912.0,2225148672.0
2024-07-01,15,Mobile Phones & Refurbished Devices,38208688128.0,2498004992.0
2024-08-01,15,Mobile Phones & Refurbished Devices,44529913856.0,2417713920.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39521800192.0,2304452608.0
2024-10-01,15,Mobile Phones & Refurbished Devices,43898015744.0,2301213696.0
2024-11-01,15,Mobile Phones & Refurbished Devices,36352618496.0,2057425536.0
2024-12-01,15,Mobile Phones & Refurbished Devices,37993967616.0,2326928896.0
2024-01-01,16,Flat-Screen TVs,9511605248.0,752001984.0
2024-02-01,16,Flat-Screen TVs,12152275968.0,999686080.0
2024-03-01,16,Flat-Screen TVs,11888838656.0,1065476800.0
2024-04-01,16,Flat-Screen TVs,10447203328.0,983275072.0
2024-05-01,16,Flat-Screen TVs,11278239744.0,864775296.0
2024-06-01,16,Flat-Screen TVs,9543585792.0,668402368.0
2024-07-01,16,Flat-Screen TVs,9451465728.0,880797504.0
2024-08-01,16,Flat-Screen TVs,10692854784.0,1171316736.0
2024-09-01,16,Flat-Screen TVs,12225012736.0,1153832448.0
2024-10-01,16,Flat-Screen TVs,10672033792.0,1032482240.0
2024-11-01,16,Flat-Screen TVs,10616357888.0,1079796480.0
2024-12-01,16,Flat-Screen TVs,10295990272.0,880656512.0
2024-01-01,17,Floor Cleaning Devices,4191937024.0,649632896.0
2024-02-01,17,Floor Cleaning Devices,4100949760.0,729726848.0
2024-03-01,17,Floor Cleaning Devices,4796309504.0,720036608.0
2024-04-01,17,Floor Cleaning Devices,4813619712.0,807744960.0
2024-05-01,17,Floor Cleaning Devices,4919632896.0,814837440.0
2024-06-01,17,Floor Cleaning Devices,5013718528.0,776949248.0
2024-07-01,17,Floor Cleaning Devices,4947600384.0,809615936.0
2024-08-01,17,Floor Cleaning Devices,4776706560.0,654174656.0
2024-09-01,17,Floor Cleaning Devices,4420598784.0,679900352.0
2024-10-01,17,Floor Cleaning Devices,4542948352.0,688098688.0
2024-11-01,17,Floor Cleaning Devices,5034057216.0,716669120.0
2024-12-01,17,Floor Cleaning Devices,4394359808.0,737896960.0
2024-01-01,18,Fabric Care Appliances,1637722368.0,244449712.0
2024-02-01,18,Fabric Care Appliances,1467152384.0,158716592.0
2024-03-01,18,Fabric Care Appliances,1426859648.0,218080992.0
2024-04-01,18,Fabric Care Appliances,1528217472.0,190640688.0
2024-05-01,18,Fabric Care Appliances,1505417472.0,200340832.0
2024-06-01,18,Fabric Care Appliances,1655330944.0,239141920.0
2024-07-01,18,Fabric Care Appliances,1223108096.0,231306368.0
2024-08-01,18,Fabric Care Appliances,1374504320.0,233090752.0
2024-09-01,18,Fabric Care Appliances,1534970752.0,239318192.0
2024-10-01,18,Fabric Care Appliances,1333116160.0,239645104.0
2024-11-01,18,Fabric Care Appliances,1690713600.0,285683520.0
2024-12-01,18,Fabric Care Appliances,1485024512.0,288882464.0
2024-01-01,19,Electric Cookware,1000000000.0,146324720.0
2024-02-01,19,Electric Cookware,1000000000.0,153179728.0
2024-03-01,19,Electric Cookware,1000000000.0,136985536.0
2024-04-01,19,Electric Cookware,1000000000.0,153283168.0
2024-05-01,19,Electric Cookware,1000000000.0,153514448.0
2024-06-01,19,Electric Cookware,1000000000.0,136296512.0
2024-07-01,19,Electric Cookware,1000000000.0,146640064.0
2024-08-01,19,Electric Cookware,1000000000.0,149098096.0
2024-09-01,19,Electric Cookware,1000000000.0,147452480.0
2024-10-01,19,Electric Cookware,1000000000.0,148927824.0
2024-11-01,19,Electric Cookware,1000000000.0,147587728.0
2024-12-01,19,Electric Cookware,1000000000.0,135264512.0
2024-01-01,21,Smart Wearables,2452090624.0,213634928.0
2024-02-01,21,Smart Wearables,2603096064.0,240221504.0
2024-03-01,21,Smart Wearables,2616187392.0,211075632.0
2024-04-01,21,Smart Wearables,2570105088.0,183426992.0
2024-05-01,21,Smart Wearables,2498934784.0,230870864.0
2024-06-01,21,Smart Wearables,2373792768.0,215963456.0
2024-07-01,21,Smart Wearables,2533954560.0,183266720.0
2024-08-01,21,Smart Wearables,2354310656.0,167701568.0
2024-09-01,21,Smart Wearables,2331337472.0,189736544.0
2024-10-01,21,Smart Wearables,2561362944.0,211304256.0
2024-11-01,21,Smart Wearables,2367619328.0,186365744.0
2024-12-01,21,Smart Wearables,2283942656.0,190864944.0
2024-01-01,23,Hot Beverage Machines,1630536576.0,290353184.0
2024-02-01,23,Hot Beverage Machines,1532807680.0,340343136.0
2024-03-01,23,Hot Beverage Machines,1526943232.0,335799072.0
2024-04-01,23,Hot Beverage Machines,1408591744.0,276643200.0
2024-05-01,23,Hot Beverage Machines,1533919360.0,318040544.0
2024-06-01,23,Hot Beverage Machines,1532920832.0,298751296.0
2024-07-01,23,Hot Beverage Machines,1446106240.0,291837728.0
2024-08-01,23,Hot Beverage Machines,1405459200.0,304932736.0
2024-09-01,23,Hot Beverage Machines,1449722240.0,298363008.0
2024-10-01,23,Hot Beverage Machines,1502095104.0,287040096.0
2024-11-01,23,Hot Beverage Machines,1412689024.0,280908416.0
2024-12-01,23,Hot Beverage Machines,1525835520.0,292010080.0
2024-01-01,26,Kitchen Prep Appliances,1542875904.0,214666624.0
2024-02-01,26,Kitchen Prep Appliances,1501248384.0,224303168.0
2024-03-01,26,Kitchen Prep Appliances,1544293760.0,279169216.0
2024-04-01,26,Kitchen Prep Appliances,1720904832.0,216886784.0
2024-05-01,26,Kitchen Prep Appliances,1550595200.0,241534080.0
2024-06-01,26,Kitchen Prep Appliances,1594770432.0,248790176.0
2024-07-01,26,Kitchen Prep Appliances,1580296064.0,238935712.0
2024-08-01,26,Kitchen Prep Appliances,1710268672.0,259153312.0
2024-09-01,26,Kitchen Prep Appliances,1454679296.0,263348800.0
2024-10-01,26,Kitchen Prep Appliances,1604501120.0,232582576.0
2024-11-01,26,Kitchen Prep Appliances,1302040832.0,213110608.0
2024-12-01,26,Kitchen Prep Appliances,1692785920.0,256442928.0
2024-01-01,27,Electric Razors,1000000000.0,270402368.0
2024-02-01,27,Electric Razors,1000000000.0,267996784.0
2024-03-01,27,Electric Razors,1000000000.0,248268176.0
2024-04-01,27,Electric Razors,1000000000.0,272132928.0
2024-05-01,27,Electric Razors,1000000000.0,255716032.0
2024-06-01,27,Electric Razors,1000000000.0,258685248.0
2024-07-01,27,Electric Razors,1000000000.0,249449360.0
2024-08-01,27,Electric Razors,1000000000.0,257432880.0
2024-09-01,27,Electric Razors,1000000000.0,253727216.0
2024-10-01,27,Electric Razors,1000000000.0,252801840.0
2024-11-01,27,Electric Razors,1000000000.0,264288096.0
2024-12-01,27,Electric Razors,1000000000.0,259434992.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,219355536.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,215701888.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,209931520.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,215468688.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,213062736.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,208870224.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,208576912.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,217726720.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,199172000.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,210848016.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,201349072.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,213566608.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,133316456.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130630120.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135867200.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137012912.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132618224.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136590672.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139024656.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138548768.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138935104.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,137053072.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135434432.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135399408.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,150788240.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,140945408.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163190224.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,156742208.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,148892848.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,141831440.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,143742880.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,167599920.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,149751360.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,158808176.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,145221136.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,172144336.0
2024-01-01,36,Mice & Keyboards,1534680576.0,446886432.0
2024-02-01,36,Mice & Keyboards,1436080256.0,440250528.0
2024-03-01,36,Mice & Keyboards,1488322816.0,467708096.0
2024-04-01,36,Mice & Keyboards,1463485184.0,430810240.0
2024-05-01,36,Mice & Keyboards,1461006720.0,431353952.0
2024-06-01,36,Mice & Keyboards,1469548416.0,375226144.0
2024-07-01,36,Mice & Keyboards,1467282688.0,422169760.0
2024-08-01,36,Mice & Keyboards,1426454912.0,358400608.0
2024-09-01,36,Mice & Keyboards,1461997696.0,395953248.0
2024-10-01,36,Mice & Keyboards,1507516160.0,420368064.0
2024-11-01,36,Mice & Keyboards,1391599872.0,470716288.0
2024-12-01,36,Mice & Keyboards,1726403968.0,426961568.0
2024-01-01,39,Desktop Computers,1531363328.0,406516288.0
2024-02-01,39,Desktop Computers,1446888832.0,407430304.0
2024-03-01,39,Desktop Computers,1577679872.0,385356800.0
2024-04-01,39,Desktop Computers,1504846208.0,472000224.0
2024-05-01,39,Desktop Computers,1721191296.0,459818624.0
2024-06-01,39,Desktop Computers,1558623104.0,509870720.0
2024-07-01,39,Desktop Computers,1650048640.0,552162368.0
2024-08-01,39,Desktop Computers,1766808448.0,509695840.0
2024-09-01,39,Desktop Computers,1546379392.0,433680576.0
2024-10-01,39,Desktop Computers,1892466944.0,501820320.0
2024-11-01,39,Desktop Computers,1823728640.0,475651488.0
2024-12-01,39,Desktop Computers,1535644160.0,406364640.0
2024-01-01,40,Audio Headsets,2767025920.0,377291424.0
2024-02-01,40,Audio Headsets,2765075712.0,356566816.0
2024-03-01,40,Audio Headsets,4165003520.0,537490624.0
2024-04-01,40,Audio Headsets,4201195264.0,474856800.0
2024-05-01,40,Audio Headsets,3738243584.0,597466432.0
2024-06-01,40,Audio Headsets,3810386432.0,424584128.0
2024-07-01,40,Audio Headsets,4483204608.0,642776128.0
2024-08-01,40,Audio Headsets,3803607296.0,411151840.0
2024-09-01,40,Audio Headsets,3529455872.0,383420864.0
2024-10-01,40,Audio Headsets,3608563712.0,438167648.0
2024-11-01,40,Audio Headsets,3146331136.0,403173920.0
2024-12-01,40,Audio Headsets,3641072640.0,583721792.0
2024-01-01,43,Communication Gadgets,1549181312.0,334643840.0
2024-02-01,43,Communication Gadgets,1758611840.0,352569632.0
2024-03-01,43,Communication Gadgets,1787954048.0,314685376.0
2024-04-01,43,Communication Gadgets,1657090304.0,318829568.0
2024-05-01,43,Communication Gadgets,1667076992.0,247332208.0
2024-06-01,43,Communication Gadgets,1753217152.0,345242400.0
2024-07-01,43,Communication Gadgets,1662345216.0,326348608.0
2024-08-01,43,Communication Gadgets,1680206080.0,338989504.0
2024-09-01,43,Communication Gadgets,1522271744.0,309769344.0
2024-10-01,43,Communication Gadgets,1621391744.0,309769344.0
2024-11-01,43,Communication Gadgets,1520554880.0,349304416.0
2024-12-01,43,Communication Gadgets,1573590272.0,314651520.0
